1,68,1,0
2,69,1,0
3,70,1,0
4,71,1,0
5,72,1,0
6,73,1,0
7,74,2,0
8,75,2,0
9,76,2,0
10,77,2,0
11,78,2,0
12,79,2,0
13,80,3,0
14,81,3,0
15,82,3,0
16,83,3,0
17,84,3,0
18,85,3,0
19,86,4,0
20,87,4,0
21,88,4,0
22,89,4,0
23,90,4,0
24,91,4,0
25,92,5,0
26,93,5,0
27,94,5,0
28,95,5,0
29,96,5,0
30,97,5,0
31,98,6,0
32,99,6,0
33,100,6,0
34,101,6,0
35,102,6,0
36,103,6,0
37,104,7,0
38,105,7,0
39,106,7,0
40,107,7,0
41,108,7,0
42,109,7,0
43,110,8,0
44,111,8,0
45,112,8,0
46,113,8,0
47,114,8,0
48,115,8,0
49,116,9,0
50,117,9,0
51,118,9,0
52,119,9,0
53,120,9,0
54,121,9,0
55,122,10,0
56,123,10,0
57,124,10,0
58,125,10,0
59,126,10,0
60,127,10,0
61,128,11,0
62,129,11,0
63,130,11,0
64,131,11,0
65,132,11,0
66,133,11,0
67,134,12,0
68,135,12,0
69,136,12,0
70,137,12,0
71,138,12,0
72,139,12,0
73,140,13,0
