1,0,2x8 mm
2,0,3x8 mm
3,0,12x16 mm
4,0,24x32 mm
5,0,44 mm
6,0,56 mm
7,0,72 mm
8,0,88 mm
9,0,Rezgõ adagoló
10,1,8 mm
11,1,2x8 mm
12,1,12 mm
13,1,16 mm
14,1,24 mm
15,1,32 mm
16,1,44 mm
17,1,56 mm
18,1,72 mm
19,1,88 mm
20,2,8 mm
21,2,12 mm
