1,32,2,1
2,33,2,1
3,34,2,1
4,35,2,1
5,36,2,1
6,37,2,1
7,38,3,1
8,39,3,1
9,40,3,1
10,41,3,0
11,42,3,1
12,43,3,1
13,44,4,1
14,45,4,1
15,46,4,1
16,47,4,1
17,48,4,1
18,49,4,1
19,50,5,1
20,51,5,1
21,52,5,1
22,53,5,0
23,54,5,1
24,55,5,1
25,56,6,1
26,57,6,1
27,58,6,1
28,59,6,1
29,60,6,1
30,61,6,1
31,62,7,1
32,63,7,1
33,64,7,1
34,65,7,1
35,66,7,1
36,67,7,1
37,68,8,1
38,69,8,0
39,70,8,1
40,71,8,1
41,72,8,1
42,73,8,1
43,74,9,1
44,75,9,1
45,76,9,1
46,77,9,1
47,78,9,1
48,79,9,1
49,80,10,0
50,81,10,0
51,82,10,1
52,83,10,1
53,84,10,0
54,85,10,1
55,86,11,1
56,87,11,0
57,88,11,1
58,89,11,0
59,90,11,0
60,91,11,0
61,92,12,1
62,93,12,1
63,94,12,1
64,95,12,1
65,96,12,0
66,97,12,1
67,98,13,1
68,99,13,1
69,100,13,1
70,101,13,1
71,103,13,1
72,104,13,1
73,105,14,0
74,106,14,0
75,107,14,0
76,108,14,0
77,109,14,0
78,110,14,0
79,111,15,0
80,112,15,1
81,113,15,1
82,114,15,0
83,115,15,0
84,117,15,0
85,118,16,1
86,119,16,1
87,120,16,1
88,121,16,0
89,122,16,1
90,129,16,1
91,130,17,1
92,131,17,1
93,132,17,1
94,135,17,1
95,136,17,1
96,137,17,1
97,139,18,1
98,140,18,1
99,141,18,1
100,142,18,1
101,11,18,1
102,102,18,1
,,,
,,,
1,116,15,0
2,123,15,0
3,124,15,0
4,125,15,0
5,126,15,0
6,127,15,0
7,128,16,0
8,133,16,0
9,134,16,0
10,138,16,0
11,1,18,0
12,2,18,0
13,3,18,0
14,4,18,0
15,5,18,0
16,6,18,0
17,7,19,0
18,8,19,0
19,9,19,0
20,10,19,0
21,12,19,0
22,13,19,0
23,14,20,0
24,15,20,0
25,16,20,0
26,17,20,0
27,18,20,0
28,19,20,0
29,20,21,0
30,21,21,0
31,22,21,0
32,23,21,0
33,24,21,0
34,25,21,0
35,26,22,0
36,27,22,0
37,28,22,0
38,29,22,0
39,30,22,0
40,31,22,0
41,32,23,0
42,33,23,0
43,34,23,0
44,35,23,0
45,36,23,0
46,37,23,0
47,38,24,0
48,39,24,0
49,40,24,0
50,41,24,0
51,42,24,0
52,43,24,0
53,44,25,0
54,45,25,0
55,46,25,0
56,47,25,0
57,48,25,0
58,49,25,0
59,50,26,0
60,51,26,0
61,52,26,0
62,53,26,0
63,54,26,0
64,55,26,0
65,56,27,0
66,57,27,0
67,58,27,0
68,59,27,0
69,60,27,0
70,61,27,0
71,62,28,0
72,63,28,0
73,64,28,0
74,65,28,0
75,66,28,0
76,67,28,0
77,68,29,0
78,69,29,0
79,70,29,0
80,71,29,0
81,72,29,0
82,73,29,0
83,74,30,0
84,75,30,0
85,76,30,0
86,77,30,0
87,78,30,0
88,79,30,0
89,80,31,0
90,81,31,0
91,82,31,0
92,83,31,0
93,84,31,0
94,85,31,0
95,86,32,0
96,87,32,0
97,88,32,0
98,89,32,0
99,90,32,0
100,91,32,0
101,92,33,0
102,93,33,0
103,94,33,0
104,95,33,0
105,96,33,0
106,97,33,0
107,98,34,0
108,99,34,0
109,100,34,0
110,101,34,0
111,103,34,0
112,104,34,0
113,105,35,0
114,106,35,0
115,107,35,0
116,108,35,0
117,109,35,0
118,110,35,0
119,111,36,0
120,112,36,0
121,113,36,0
122,114,36,0
123,115,36,0
124,117,36,0
125,118,37,0
126,119,37,0
127,120,37,0
128,121,37,0
129,122,37,0
130,129,37,0
131,130,38,0
132,131,38,0
133,132,38,0
134,135,38,0
135,136,38,0
136,137,38,0
137,139,39,0
138,140,39,0
139,141,39,0
140,142,39,0
141,11,39,0
142,102,39,0
143,116,40,0
144,123,40,0
145,124,40,0
146,125,40,0
147,126,40,0
148,127,40,0
149,128,41,0
150,133,41,0
151,134,41,0
152,138,41,0
153,0,41,0
154,0,41,0
,,,
,,,
271,0,46,0
272,0,46,0
273,0,46,0
274,0,46,0
275,0,46,0
276,0,46,0
277,0,47,0
278,0,47,0
279,0,47,0
280,0,47,0
281,0,47,0
282,0,47,0
283,32,48,0
284,33,48,0
285,34,48,0
286,35,48,0
287,36,48,0
288,37,48,0
289,38,49,0
290,39,49,0
291,40,49,0
292,41,49,0
293,42,49,0
294,43,49,0
295,44,50,0
296,45,50,0
297,46,50,0
298,47,50,0
299,48,50,0
300,49,50,0
301,50,51,0
302,51,51,0
303,52,51,0
304,53,51,0
305,54,51,0
306,55,51,0
307,56,52,0
308,57,52,0
309,58,52,0
310,59,52,0
311,60,52,0
312,61,52,0
